time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-18T08:14:36.760Z,19.3995,-155.274,0.4,3.64,ml,21,55,0.004124,0.06,hv,hv70283581,2018-09-19T15:15:47.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.18,0.24,9,reviewed,hv,hv
2018-06-18T08:13:55.960Z,19.4093342,-155.2606659,1.3,3.1,ml,28,37,0.002838,0.18,hv,hv70283576,2018-06-18T21:08:43.829Z,"4 km SW of Volcano, Hawaii",earthquake,0.28,0.2,3.72,31,automatic,hv,hv
2018-06-18T07:05:34.970Z,19.4193325,-155.2766724,0.8,3.1,ml,41,39,0.005467,0.27,hv,hv70283321,2018-06-18T07:11:28.880Z,"5 km WSW of Volcano, Hawaii",earthquake,0.26,0.17,0.4,20,automatic,hv,hv
2018-06-18T05:47:29.060Z,19.416,-155.278,0.4,3.07,ml,28,39,,0.12,hv,hv70283061,2022-05-04T19:52:17.470Z,"5 km WSW of Volcano, Hawaii",earthquake,0.14,0.11,0.149171493693535,9,reviewed,hv,hv
2018-06-18T05:44:40.350Z,19.3986667,-155.2738333,0.35,3.77,ml,22,51,0.003286,0.07,hv,hv70283056,2018-09-19T15:15:47.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.18,0.17,9,reviewed,hv,hv
2018-06-18T05:42:23.580Z,19.4085007,-155.2591705,1.35,3.22,ml,51,44,0.003629,0.18,hv,hv70283051,2018-09-19T15:15:47.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.26,0.19,3.35,36,automatic,hv,hv
2018-06-18T03:52:08.400Z,19.4106666666667,-155.268166666667,0.81,3.36,ml,27,51,,0.09,hv,hv70282686,2022-04-13T03:06:40.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.15,0.168115778981024,14,reviewed,hv,hv
2018-06-18T03:50:18.380Z,19.4144993,-155.2656708,1.23,3.05,ml,47,47,0.005972,0.2,hv,hv70282681,2018-09-19T15:15:47.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.28,0.18,2.89,31,automatic,hv,hv
2018-06-18T02:45:53.590Z,19.3758333,-155.4308333,7.96,3.56,ml,40,41,0.06002,0.18,hv,hv70282446,2020-05-02T21:10:16.610Z,"19 km NNE of P?hala, Hawaii",earthquake,0.35,0.8,0.134,9,reviewed,hv,hv
2018-06-17T19:59:51.190Z,19.34,-155.1841667,0.43,3.24,ml,49,78,0.04168,0.14,hv,hv70281181,2018-09-11T02:50:57.220Z,"12 km SSE of Volcano, Hawaii",earthquake,0.24,0.25,0.16,54,reviewed,hv,hv
2018-06-17T18:46:28.140Z,19.3188324,-155.2108307,4,3.15,ml,14,87,0.03962,0.14,hv,hv70280971,2018-06-17T18:52:11.650Z,"13 km S of Volcano, Hawaii",earthquake,0.49,2.04,0.36,6,automatic,hv,hv
2018-06-17T16:26:13.090Z,19.4103333,-155.2813333,0.8,5.3,mw,38,28,0.007743,0.1,hv,hv70280586,2022-05-03T19:19:12.695Z,"6 km SW of Volcano, Hawaii",volcanic eruption,0.15,0.12,,7,reviewed,hv,hv
2018-06-17T16:14:59.070Z,19.4088333,-155.2798333,0.63,3.95,ml,23,46,0.009661,0.06,hv,hv70280556,2018-09-07T17:47:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.16,0.148,9,reviewed,hv,hv
2018-06-17T16:13:18.390Z,19.3995,-155.2705,0.29,3.84,ml,23,58,0.005069,0.09,hv,hv70280551,2018-09-07T17:47:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.19,0.146,9,reviewed,hv,hv
2018-06-17T15:31:27.150Z,19.4296665,-155.27034,1.04,3.11,ml,17,111,0.003595,0.16,hv,hv70280391,2018-06-17T15:37:11.380Z,"4 km WSW of Volcano, Hawaii",earthquake,0.31,0.17,0.23,5,automatic,hv,hv
2018-06-17T15:15:00.320Z,19.4161663,-155.2559967,1.1,3.05,ml,43,46,0.005466,0.2,hv,hv70280336,2018-09-07T17:47:08.040Z,"3 km SW of Volcano, Hawaii",earthquake,0.31,0.16,3.45,35,automatic,hv,hv
2018-06-17T15:14:32.880Z,19.4126663,-155.2596741,1.63,3.14,ml,17,83,0.0006073,0.19,hv,hv70280331,2018-06-17T15:20:15.660Z,"4 km SW of Volcano, Hawaii",earthquake,0.4,0.19,2.88,32,automatic,hv,hv
2018-06-17T14:48:02.560Z,19.413166,-155.2830048,0.16,3.06,ml,43,28,0.00459,0.22,hv,hv70280231,2018-06-17T14:53:43.100Z,"6 km WSW of Volcano, Hawaii",earthquake,0.2,0.15,2.85,31,automatic,hv,hv
2018-06-17T14:20:12.390Z,19.4016667,-155.2748333,1.16,4.21,ml,18,49,0.01751,0.06,hv,hv70280141,2018-09-07T17:47:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.2,0.3,0.041,4,reviewed,hv,hv
2018-06-17T14:19:55.560Z,19.3993333,-155.2731667,0.46,3.53,ml,21,57,0.00397,0.05,hv,hv70280136,2018-09-07T17:47:08.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.19,0.21,9,reviewed,hv,hv
2018-06-17T13:39:11.730Z,19.3195,-155.0963287,7.39,3.13,ml,20,213,0.04557,0.37,hv,hv70280001,2018-06-17T13:45:13.210Z,"16 km SSE of Fern Forest, Hawaii",earthquake,1.41,2.2,2.28,20,automatic,hv,hv
2018-06-17T11:28:22.740Z,19.3988333,-155.2728333,0.29,4.02,ml,21,59,0.003531,0.05,hv,hv70279521,2018-09-07T17:47:07.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.18,0.2,7,reviewed,hv,hv
2018-06-17T11:27:50.310Z,19.3986667,-155.2755,1.33,3.57,ml,17,66,0.00372,0.06,hv,hv70279516,2018-09-07T17:47:07.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.23,0.23,0.157,12,reviewed,hv,hv
2018-06-17T08:14:20.180Z,19.3088341,-155.0984955,6.12,3.12,ml,17,234,0.03684,0.12,hv,hv70278891,2018-06-17T08:20:02.860Z,"17 km SSE of Fern Forest, Hawaii",earthquake,0.88,0.43,0.49,14,automatic,hv,hv
2018-06-16T20:18:17.660Z,19.412,-155.2858333,0.26,5.3,mw,35,25,0.005866,0.1,hv,hv70276646,2022-05-03T19:54:30.945Z,"6 km WSW of Volcano, Hawaii",volcanic eruption,0.12,0.1,,13,reviewed,hv,hv
2018-06-16T18:03:59.240Z,19.4025,-155.2678333,0.68,4.06,ml,24,55,0.008967,0.06,hv,hv70276171,2018-09-07T17:47:07.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.18,0.2,0.158,10,reviewed,hv,hv
2018-06-16T18:02:16.960Z,19.41,-155.261833333333,0.44,3.19,ml,25,51,,0.08,hv,hv70276161,2022-05-31T20:29:57.830Z,"4 km SW of Volcano, Hawaii",earthquake,0.15,0.16,0.129942832583553,12,reviewed,hv,hv
2018-06-16T17:44:30.020Z,19.3605003,-155.027832,4.47,3.18,ml,12,241,0.06107,0.08,hv,hv70276106,2018-06-16T17:50:11.730Z,"Island of Hawaii, Hawaii",earthquake,0.72,1.12,0.22,7,automatic,hv,hv
2018-06-16T17:33:18.150Z,19.4103333333333,-155.281666666667,0.33,3.09,ml,25,27,,0.09,hv,hv70276071,2022-05-31T20:12:08.810Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.15,0.211121376406675,11,reviewed,hv,hv
2018-06-16T17:00:47.430Z,19.4011666666667,-155.276,1.3,3.15,ml,24,42,,0.08,hv,hv70275946,2022-05-24T00:54:31.880Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.19,0.124036159794287,17,reviewed,hv,hv
2018-06-16T12:50:40.920Z,19.4021667,-155.2738333,1.31,3.45,ml,30,36,0.006766,0.11,hv,hv70275066,2018-09-07T17:47:06.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.18,0.168,49,reviewed,hv,hv
2018-06-16T12:46:29.760Z,19.3981667,-155.272,0.39,3.5,ml,31,42,0.003187,0.1,hv,hv70275051,2018-09-07T17:47:06.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.197,49,reviewed,hv,hv
2018-06-15T22:02:38.440Z,19.4265,-155.2725,0.09,3.35,ml,12,86,0.004583,0.08,hv,hv70272211,2018-06-16T06:05:11.422Z,"4 km WSW of Volcano, Hawaii",earthquake,0.22,0.14,0.118,8,reviewed,hv,hv
2018-06-15T21:56:39.920Z,19.415,-155.283,0.2,5.3,mw,38,30,0.002843,0.14,hv,hv70272196,2018-09-07T17:47:06.040Z,"5 km WSW of Volcano, Hawaii",volcanic eruption,0.14,0.1,,16,reviewed,hv,hv
2018-06-15T21:53:06.120Z,19.4099998,-155.279007,0.29,3.19,ml,42,31,0.00901,0.23,hv,hv70272181,2018-06-15T21:58:48.560Z,"5 km SW of Volcano, Hawaii",earthquake,0.21,0.16,3.28,37,automatic,hv,hv
2018-06-15T20:51:37.350Z,19.3981667,-155.2728333,0.38,3.95,ml,25,50,0.002887,0.07,hv,hv70271966,2018-09-07T17:47:06.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.19,0.204,10,reviewed,hv,hv
2018-06-15T20:48:15.300Z,19.3565006,-155.287674,-1.09,3.23,ml,12,287,0.02733,0.37,hv,hv70271956,2018-06-15T20:54:07.600Z,"11 km SSW of Volcano, Hawaii",earthquake,0.82,0.38,0.38,6,automatic,hv,hv
2018-06-15T19:52:57.940Z,19.4118333,-155.2841667,0.54,3.21,ml,28,35,0.005799,0.07,hv,hv70271761,2018-09-07T17:47:05.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.14,0.12,0.089,10,reviewed,hv,hv
2018-06-15T18:42:06.460Z,19.4026667,-155.268,0.62,3.62,ml,21,64,0.009005,0.07,hv,hv70271526,2018-09-07T17:47:05.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.2,0.19,13,reviewed,hv,hv
2018-06-15T18:23:54.430Z,19.4166667,-155.2761667,0.85,3.24,ml,22,44,0.00755,0.07,hv,hv70271476,2018-09-07T17:47:05.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.16,0.14,0.176,14,reviewed,hv,hv
2018-06-15T17:09:50.740Z,19.4153333,-155.2753333,0.7,3.26,ml,19,42,0.00859,0.07,hv,hv70271191,2018-09-07T17:47:05.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.18,0.135,13,reviewed,hv,hv
2018-06-15T17:07:21.350Z,19.4113333,-155.2696667,0.79,3.93,ml,19,49,0.00927,0.08,hv,hv70271186,2018-09-07T17:47:05.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.16,0.2,0.167,4,reviewed,hv,hv
2018-06-15T17:07:00.020Z,19.4148333,-155.2878333,0.81,3.81,ml,22,75,0.004512,0.09,hv,hv70271181,2018-09-07T17:47:05.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.19,0.1,0.13,10,reviewed,hv,hv
2018-06-15T17:05:17.430Z,19.4188333,-155.2856667,-0.11,3.73,md,18,65,0.001885,0.1,hv,hv70271351,2018-09-07T17:47:05.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.17,0.12,0.119,4,reviewed,hv,hv
2018-06-15T17:04:27.440Z,19.4018333,-155.2731667,1.1,4.09,ml,21,52,0.006447,0.1,hv,hv70271176,2022-08-08T04:49:54.356Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.21,0.11,7,reviewed,hv,hv
2018-06-15T16:36:22.170Z,19.4053326,-155.2938385,0.61,3.31,ml,19,64,0.00596,0.18,hv,hv70271076,2018-06-15T16:42:03.840Z,"7 km WSW of Volcano, Hawaii",earthquake,0.27,0.21,0.3,6,automatic,hv,hv
2018-06-15T16:35:05.290Z,19.3974991,-155.2801666,0.4,3.24,ml,35,35,0.006513,0.39,hv,hv70271071,2018-06-15T16:40:47.290Z,"6 km SW of Volcano, Hawaii",earthquake,0.31,0.35,0.37,17,automatic,hv,hv
2018-06-15T16:31:09.830Z,19.415,-155.2623333,1.01,3.01,ml,20,95,0.003711,0.09,hv,hv70271056,2018-09-07T17:47:05.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.22,0.12,0.215,8,reviewed,hv,hv
2018-06-15T16:29:17.640Z,19.4143333,-155.2811737,0.96,3.25,ml,55,27,0.00431,0.27,hv,hv70271046,2018-09-07T17:47:05.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.27,0.18,3.25,38,automatic,hv,hv
2018-06-15T16:20:21.890Z,19.3928337,-155.279007,0.88,3.04,ml,21,57,0.005656,0.27,hv,hv70271016,2018-06-15T16:26:03.900Z,"7 km SW of Volcano, Hawaii",earthquake,0.39,0.24,0.28,9,automatic,hv,hv
2018-06-15T15:18:18.770Z,19.4155,-155.274833333333,0.98,3.02,ml,33,40,,0.09,hv,hv70270801,2022-05-04T03:31:01.730Z,"5 km SW of Volcano, Hawaii",earthquake,0.17,0.13,0.130314598668669,10,reviewed,hv,hv
2018-06-15T15:15:33.230Z,19.3993333,-155.2691667,0.25,3.93,ml,34,54,0.003152,0.12,hv,hv70270796,2018-09-07T17:47:05.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.18,0.283,11,reviewed,hv,hv
2018-06-15T15:12:51.550Z,19.4263325,-155.2601624,0.69,3.16,ml,13,141,0.003359,0.11,hv,hv70270786,2018-06-15T15:18:34.800Z,"3 km WSW of Volcano, Hawaii",earthquake,0.46,0.19,0.48,15,automatic,hv,hv
2018-06-15T15:10:56.320Z,19.2835007,-155.3585052,-0.36,3.04,ml,18,128,0.04984,0.31,hv,hv70270776,2018-06-15T15:16:36.780Z,"15 km NE of P?hala, Hawaii",earthquake,0.63,0.49,2.94,23,automatic,hv,hv
2018-06-15T14:46:41.190Z,19.4098339,-155.2866669,0.24,3.07,ml,23,71,0.008156,0.19,hv,hv70270686,2018-06-15T14:52:21.490Z,"6 km WSW of Volcano, Hawaii",earthquake,0.27,0.15,0.38,8,automatic,hv,hv
2018-06-15T14:21:56.570Z,19.3975,-155.271,0.32,3.01,ml,27,46,0.003274,0.09,hv,hv70270586,2019-01-17T21:06:35.950Z,"6 km SW of Volcano, Hawaii",earthquake,0.12,0.12,0.179,42,reviewed,hv,hv
2018-06-15T14:17:31.830Z,19.4309998,-155.2769928,0.02,3.15,ml,18,73,0.006232,0.2,hv,hv70270576,2018-06-15T14:23:11.620Z,"4 km WSW of Volcano, Hawaii",earthquake,0.39,0.28,0.29,12,automatic,hv,hv
2018-06-15T14:08:56.750Z,19.3938332,-155.2958374,0.7,3.11,ml,22,77,0.004188,0.34,hv,hv70270541,2018-06-15T14:14:37.640Z,"8 km SW of Volcano, Hawaii",earthquake,0.45,0.24,0.34,20,automatic,hv,hv
2018-06-15T13:50:23.900Z,19.4003333,-155.2805,0.67,3.13,ml,25,37,0.008142,0.09,hv,hv70270481,2019-01-17T20:47:06.770Z,"6 km SW of Volcano, Hawaii",earthquake,0.13,0.14,0.167,17,reviewed,hv,hv
2018-06-15T13:04:49.140Z,19.4015,-155.2705,0.78,3.16,ml,24,53,0.005319,0.08,hv,hv70270296,2019-01-17T20:32:57.650Z,"5 km SW of Volcano, Hawaii",earthquake,0.13,0.13,0.14,47,reviewed,hv,hv
2018-06-15T12:24:15.520Z,19.4003333333333,-155.2805,0.98,3.16,ml,33,29,,0.08,hv,hv70270141,2022-04-01T20:59:10.950Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.13,0.186331442657307,17,reviewed,hv,hv
2018-06-15T12:18:45.300Z,19.4151669,-155.2688293,0.91,3.04,ml,45,42,0.008988,0.19,hv,hv70270131,2018-09-07T17:47:05.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.26,0.17,3.27,38,automatic,hv,hv
2018-06-15T12:05:34.260Z,19.414,-155.282666666667,0.7,3.06,ml,33,29,,0.09,hv,hv70270096,2022-04-28T19:55:21.420Z,"6 km WSW of Volcano, Hawaii",earthquake,0.14,0.1,0.103138201339485,13,reviewed,hv,hv
2018-06-15T12:03:11.680Z,19.4118333,-155.284,0.46,3.55,ml,21,59,0.005799,0.07,hv,hv70270081,2018-09-07T17:47:05.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.15,0.17,0.238,11,reviewed,hv,hv
2018-06-15T12:00:22.750Z,19.4041666666667,-155.289,0.33,3.1,ml,30,36,,0.1,hv,hv70270076,2022-06-22T20:41:46.100Z,"7 km SW of Volcano, Hawaii",earthquake,0.15,0.14,0.223432833561614,14,reviewed,hv,hv
2018-06-15T10:50:29.080Z,19.4095,-155.281333333333,0.33,3.21,ml,26,70,,0.11,hv,hv70269766,2022-06-02T00:06:49.280Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.14,0.172569244430508,9,reviewed,hv,hv
2018-06-15T10:16:19.830Z,19.4083333333333,-155.269166666667,0.45,3.43,ml,37,28,,0.12,hv,hv70269646,2022-06-01T23:57:22.690Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.201652792304755,13,reviewed,hv,hv
2018-06-15T10:14:53.950Z,19.4005,-155.281,0.95,3.21,ml,28,46,0.008619,0.09,hv,hv70269636,2018-08-14T02:54:02.687Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.17,0.151,18,reviewed,hv,hv
2018-06-15T09:04:33.990Z,19.4116666666667,-155.268333333333,0.69,3.21,ml,21,55,,0.07,hv,hv70269376,2022-04-01T00:14:45.910Z,"4 km SW of Volcano, Hawaii",earthquake,0.18,0.22,0.249380646546536,15,reviewed,hv,hv
2018-06-15T09:02:18.340Z,19.4001667,-155.2771667,1.39,3.95,ml,24,42,0.005818,0.09,hv,hv70269371,2018-09-07T17:47:04.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.2,0.24,0.208,11,reviewed,hv,hv
2018-06-15T09:02:18.300Z,19.4028333,-155.2746667,1.33,3.39,ml,24,41,0.007489,0.1,hv,hv70269366,2018-09-01T01:28:56.766Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.14,0.165,43,reviewed,hv,hv
2018-06-15T08:59:21.710Z,19.4133333333333,-155.276,0.9,3.18,ml,28,39,,0.12,hv,hv70269361,2022-05-04T20:33:48.310Z,"5 km SW of Volcano, Hawaii",earthquake,0.15,0.14,0.214294062904274,13,reviewed,hv,hv
2018-06-15T08:14:06.980Z,19.4016666,-155.495163,6.69,3.15,ml,20,92,0.05004,0.23,hv,hv70269196,2018-06-15T08:19:49.930Z,"22 km N of P?hala, Hawaii",earthquake,0.55,1,0.67,16,automatic,hv,hv
2018-06-15T07:29:36.070Z,19.3995,-155.273,0.29,3.95,ml,25,51,0.004155,0.09,hv,hv70269051,2018-09-07T17:47:04.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.17,0.227,10,reviewed,hv,hv
2018-06-15T06:59:57.730Z,19.411,-155.2676667,0.71,3.34,ml,22,53,0.007431,0.1,hv,hv70268936,2018-09-07T17:47:04.040Z,"4 km SW of Volcano, Hawaii",earthquake,0.21,0.19,0.217,13,reviewed,hv,hv
2018-06-15T04:56:20.190Z,19.3196659,-155.0930023,1.81,3.26,ml,17,190,0.04788,0.28,hv,hv70268471,2018-06-15T05:02:05.580Z,"16 km SSE of Fern Forest, Hawaii",earthquake,0.96,0.97,0.24,6,automatic,hv,hv
2018-06-15T02:13:02.650Z,19.4101667,-155.2723333,0.71,3.04,ml,26,41,0.01191,0.08,hv,hv70267926,2018-09-22T03:11:29.199Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.17,0.182,10,reviewed,hv,hv
2018-06-14T13:23:06.630Z,19.4283333,-155.2751667,-0.06,3.27,ml,16,100,0.004223,0.1,hv,hv70265446,2018-09-07T17:47:04.040Z,"4 km WSW of Volcano, Hawaii",earthquake,0.21,0.16,0.165,8,reviewed,hv,hv
2018-06-14T13:19:37.120Z,19.4136667,-155.282,0.43,5.3,mw,39,33,0.00444,0.13,hv,hv70265441,2022-05-03T19:17:41.761Z,"5 km WSW of Volcano, Hawaii",volcanic eruption,0.14,0.12,,20,reviewed,hv,hv
2018-06-14T13:03:52.690Z,19.3993333333333,-155.280166666667,0.68,3.21,ml,33,33,,0.13,hv,hv70265396,2022-06-21T22:50:19.410Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.15,0.190007473804129,18,reviewed,hv,hv
2018-06-14T11:54:32.430Z,19.4168333,-155.2763333,1,3.35,ml,22,45,0.007374,0.07,hv,hv70265156,2018-09-07T17:47:03.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.16,0.14,0.177,13,reviewed,hv,hv
2018-06-14T11:34:42.560Z,19.4006667,-155.2755,1.23,4.2,ml,32,35,0.005555,0.09,hv,hv70265111,2018-09-07T17:47:04.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.16,0.177,7,reviewed,hv,hv
2018-06-14T11:33:57.160Z,19.3971667,-155.272,0.08,3.78,ml,38,42,0.002368,0.12,hv,hv70265106,2018-06-15T05:45:10.740Z,"6 km SW of Volcano, Hawaii",earthquake,0.12,0.12,0.187,13,reviewed,hv,hv
2018-06-14T11:33:57.160Z,19.3972,-155.272,0.08,3.8,ml,,42,0.002,0.55,us,us1000erfc,2018-09-07T17:47:03.040Z,"6 km SW of Volcano, Hawaii",earthquake,1.2,4.1,0.187,13,reviewed,hv,hv
2018-06-14T10:34:45.150Z,19.4005,-155.2813333,0.85,3.33,ml,21,46,0.008875,0.07,hv,hv70264886,2018-09-07T17:47:03.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.17,0.15,13,reviewed,hv,hv
2018-06-14T10:27:58.560Z,19.4165,-155.2761667,0.8,3.6,ml,22,45,0.007574,0.06,hv,hv70264866,2018-09-07T17:47:03.040Z,"5 km WSW of Volcano, Hawaii",earthquake,0.15,0.13,0.194,14,reviewed,hv,hv
2018-06-14T09:08:56.630Z,19.3978333,-155.2736667,0.64,3.08,ml,19,58,0.002453,0.11,hv,hv70264571,2018-09-07T17:47:03.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.23,0.228,11,reviewed,hv,hv
2018-06-14T08:30:22.980Z,19.4086667,-155.2706667,0.83,3.55,ml,22,39,0.01074,0.08,hv,hv70264436,2018-09-07T17:47:03.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.18,0.19,0.159,11,reviewed,hv,hv
2018-06-14T06:40:04.930Z,19.4113333,-155.2785,0.41,3.23,ml,25,51,0.008218,0.12,hv,hv70264061,2019-01-17T20:16:45.610Z,"5 km SW of Volcano, Hawaii",earthquake,0.14,0.14,0.275,23,reviewed,hv,hv
2018-06-14T05:40:36.250Z,19.3976667,-155.2723333,0.08,3.49,ml,52,37,0.002599,0.11,hv,hv70263866,2018-09-07T17:47:02.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.12,0.1,0.205,48,reviewed,hv,hv
2018-06-14T05:33:17.150Z,19.399,-155.274,1.16,3.42,ml,55,29,0.003629,0.11,hv,hv70263841,2018-09-07T17:47:02.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.12,0.193,45,reviewed,hv,hv
2018-06-14T05:10:28.790Z,19.411,-155.2808333,0.8,3.42,ml,46,30,0.007308,0.08,hv,hv70263766,2022-08-08T04:46:45.623Z,"6 km SW of Volcano, Hawaii",earthquake,0.15,0.1,0.182,45,reviewed,hv,hv
2018-06-13T22:43:53.420Z,19.4086667,-155.2796667,0.62,3.5,ml,22,46,0.009877,0.09,hv,hv70262651,2018-09-07T17:47:02.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.16,0.175,14,reviewed,hv,hv
2018-06-13T13:39:37.610Z,19.4136667,-155.2816667,0.27,5.3,mw,38,38,0.004589,0.12,hv,hv70260941,2022-05-03T19:17:28.962Z,"5 km WSW of Volcano, Hawaii",volcanic eruption,0.13,0.09,,15,reviewed,hv,hv
2018-06-13T13:39:07.070Z,19.4013333,-155.2803333,0.92,3.48,ml,29,76,0.008666,0.09,hv,hv70260926,2018-09-27T00:39:20.110Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.14,0.23,10,reviewed,hv,hv
2018-06-13T12:15:48.900Z,19.3996667,-155.275,0.39,3.96,ml,20,64,0.004464,0.07,hv,hv70260646,2018-09-07T17:47:01.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.14,0.16,0.094,7,reviewed,hv,hv
2018-06-13T11:34:18.110Z,19.4121667,-155.2838333,0.58,3.12,ml,19,79,0.005472,0.11,hv,hv70260516,2018-09-07T17:47:02.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.19,0.18,0.179,11,reviewed,hv,hv
2018-06-13T11:32:56.170Z,19.4193333,-155.2866667,-0.45,3.45,ml,19,65,0.001393,0.1,hv,hv70260511,2018-09-07T17:47:02.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.2,0.12,0.216,9,reviewed,hv,hv
2018-06-13T11:31:41.590Z,19.4001667,-155.281,0.87,3.3,ml,22,55,0.008427,0.07,hv,hv70260501,2018-09-07T17:47:01.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.16,0.16,0.155,15,reviewed,hv,hv
2018-06-13T10:56:07.230Z,19.3985,-155.281,0.79,3.27,ml,19,53,0.007611,0.09,hv,hv70260371,2018-09-07T17:47:01.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.19,0.213,13,reviewed,hv,hv
2018-06-13T10:54:23.350Z,19.4008333,-155.2743333,0.4,3.58,ml,19,63,0.005476,0.09,hv,hv70260366,2018-09-07T17:47:01.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.18,0.22,0.17,9,reviewed,hv,hv
2018-06-13T10:54:16.300Z,19.3886662,-155.3033295,3.99,3.17,ml,17,182,0.008911,0.21,hv,hv70260361,2018-06-13T23:58:30.425Z,"9 km SW of Volcano, Hawaii",earthquake,1.03,0.46,3.32,31,automatic,hv,hv
2018-06-13T09:51:58.650Z,19.4141667,-155.2848333,0.63,3.52,ml,21,71,0.003546,0.06,hv,hv70260146,2018-09-07T17:47:01.040Z,"6 km WSW of Volcano, Hawaii",earthquake,0.16,0.13,0.213,11,reviewed,hv,hv
2018-06-13T09:51:18.520Z,19.416,-155.2758333,0.84,3.39,ml,20,43,0.007973,0.07,hv,hv70260136,2018-09-07T17:47:01.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.18,0.15,0.247,14,reviewed,hv,hv
2018-06-13T09:18:54.630Z,19.3513333,-155.2675,-0.01,3.53,ml,21,76,0.02049,0.07,hv,hv70260036,2018-09-07T17:47:01.040Z,"10 km SSW of Volcano, Hawaii",earthquake,0.19,0.25,0.111,14,reviewed,hv,hv
2018-06-13T09:09:53.380Z,19.4116667,-155.2695,0.82,3.58,ml,20,51,0.009092,0.06,hv,hv70260006,2018-09-07T17:47:01.040Z,"5 km SW of Volcano, Hawaii",earthquake,0.17,0.19,0.252,10,reviewed,hv,hv
2018-06-13T09:06:36.920Z,19.409,-155.2791667,0.55,3.64,ml,21,62,0.009793,0.06,hv,hv70259996,2018-09-07T17:47:01.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.16,0.201,12,reviewed,hv,hv
2018-06-13T09:02:46.070Z,19.427166,-155.2943268,-0.01,3.3,ml,15,86,0.006847,0.17,hv,hv70259981,2018-06-13T09:08:30.150Z,"6 km WSW of Volcano, Hawaii",earthquake,0.27,0.21,3.43,34,automatic,hv,hv
2018-06-13T08:08:38.230Z,19.4013333,-155.2751667,1.55,3.73,ml,18,64,0.006106,0.08,hv,hv70259821,2018-09-07T17:47:01.040Z,"6 km SW of Volcano, Hawaii",earthquake,0.22,0.27,0.131,9,reviewed,hv,hv
